COD_EST,FECHA,T_MAX,T_MED,T_MIN,H_R_MAX,H_R_MED,H_R_MIN,RADIACION,LLUVIA,LLUVIA_MIN,V_MAX,V_MED,V_MIN,CV1,CV2,CV3,CV4,DIRECCION,HORAS,H_T,H_HR,H_R,H_LL,H_TS,H_V,H_D,CALCULOS,MTMEN0,MTMEN7,MTMA30,MVMA50,T_S_MED,T_S_MAX,T_S_MIN
MA002,2008-02-24T00:00:00,18.86,14.36541,11.8,95.1,87.465,67.66,9.42388,0.1,60,19.3,4.081124,,269,1145,23,2,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-02-25T00:00:00,20.38,13.19125,8.54,96.3,85.00583,54.48,12.18911,0,0,11.67,2.33525,,71,322,266,780,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-02-26T00:00:00,21.65,13.18458,7.94,96.2,84.43458,56.29,16.41081,0.4,120,16.41,3.229,,332,292,374,440,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-02-27T00:00:00,19.45,12.91,7,96.8,86.16416,66.48,17.52794,0,0,16.67,4.093875,,451,312,60,616,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-02-28T00:00:00,22.51,14.17762,6.747,96.8,76.85084,49.79,17.73485,0,0,14.57,3.143042,,571,42,116,706,4,24,24,24,24,24,0,24,24,1,0,60,0,0,,,
MA002,2008-02-29T00:00:00,22.38,13.75792,7.74,94.4,81.40916,48.59,17.91124,0.1,60,15.35,4.362333,,383,253,277,530,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-01T00:00:00,20.32,13.57208,9.4,95.4,85.24293,62,15.64616,0.6,180,13.78,3.44375,,534,266,114,527,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-02T00:00:00,20.92,12.93333,6.479,96.2,78.64833,49.89,19.43003,0,0,15.09,3.891459,,550,246,178,465,1,24,24,24,24,24,0,24,24,1,0,120,0,0,,,
MA002,2008-03-03T00:00:00,25.22,13.48754,4.337,95.1,72.59376,32.49,19.79881,0.1,60,11.41,2.992083,,235,346,121,739,4,24,24,24,24,24,0,24,24,1,0,420,0,0,,,
MA002,2008-03-04T00:00:00,21.39,14.35,9.14,92,75.54208,47.24,13.6772,1.2,60,13.51,3.666167,,333,369,302,435,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-05T00:00:00,16.25,11.18812,6.278,62.81,32.48917,19.75,21.34926,0,0,22.71,6.8495,,684,95,259,398,1,24,24,24,24,24,0,24,24,1,0,60,0,0,,,
MA002,2008-03-06T00:00:00,17.05,9.794415,2.924,85.2,41.90417,23.17,21.28363,0.1,60,20.35,4.469958,,640,77,124,598,1,24,24,24,24,24,0,24,24,1,0,600,0,0,,,
MA002,2008-03-07T00:00:00,22.78,11.55912,1.006,88.5,50.97876,15.94,20.9416,0,0,18.51,4.821792,,286,38,169,948,4,24,24,24,24,24,0,24,24,1,0,540,0,0,,,
MA002,2008-03-08T00:00:00,25.49,14.56792,3.465,74.3,41.48291,11.95,21.44499,0,0,19.82,4.509334,,358,76,207,792,4,24,24,24,24,24,0,24,24,1,0,300,0,0,,,
MA002,2008-03-09T00:00:00,19.65,14.49208,7.2,67.88,53.75251,39.25,19.06812,0,0,23.24,7.214249,,476,18,113,831,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-10T00:00:00,17.98,13.275,5.86,80.4,57.22876,39.43,8.527723,0.2,120,22.45,4.708208,,445,98,189,696,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-11T00:00:00,23.83,18.56458,15.08,70.5,56.88126,38.84,18.71871,1.2,120,22.19,6.350084,,380,33,285,740,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-12T00:00:00,26.92,17.33333,10.14,88.3,65.71291,36.5,21.30019,0.2,120,16.41,5.004417,,324,221,390,507,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-13T00:00:00,23.81,15.09125,7.54,94.9,72.17001,41.54,19.50395,0.2,60,15.62,4.099459,,369,304,84,682,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-14T00:00:00,23.8,14.29541,6.612,94.7,71.89,42.97,17.83008,0.7,180,15.88,3.903375,,307,360,64,709,4,24,24,24,24,24,0,24,24,1,0,60,0,0,,,
MA002,2008-03-15T00:00:00,23.92,16.1575,10.47,89.8,65.45125,35.78,16.73363,0.8,60,21.14,4.669583,,247,182,328,683,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-16T00:00:00,24.57,17.21667,10.33,79.2,51.415,28.19,20.01863,0.8,180,16.67,4.914083,,453,113,308,564,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-17T00:00:00,24.83,14.98542,5.606,83.6,56.47458,26.03,18.60794,4.6,120,20.61,4.475292,,294,240,174,733,4,24,24,24,24,24,0,24,24,1,0,240,0,0,,,
MA002,2008-03-18T00:00:00,21.04,16.36792,11.32,69.32,49.94917,31.33,22.70296,0.9,240,18.24,6.946792,,613,23,58,744,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-19T00:00:00,20.92,12.44012,4.936,94.9,71.95751,33.12,15.35456,4.9,300,18.77,3.775791,,47,206,572,616,4,24,24,24,24,24,0,24,24,1,0,240,0,0,,,
MA002,2008-03-20T00:00:00,15.29,11.49708,9.07,96.8,90.08209,67.97,7.886311,12.5,780,18.51,3.012792,,263,661,376,139,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-21T00:00:00,20.64,14.78708,10.13,89.1,71.55459,44.46,19.04288,1.5,300,13.78,3.697832,,229,587,247,379,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-22T00:00:00,21.98,14.48333,7.4,91.6,60.82541,34.56,21.85013,0.5,120,31.65,7.174458,,398,28,363,646,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-23T00:00:00,15.85,11.2955,4.801,80.4,53.15875,31.09,24.21078,0,0,19.82,7.178749,,502,17,96,821,4,24,24,24,24,24,0,24,24,1,0,120,0,0,,,
MA002,2008-03-24T00:00:00,20.18,11.01567,1.405,90.1,55.67667,25.51,24.62014,0.8000001,300,16.67,4.297125,,244,14,297,882,4,24,24,24,24,24,0,24,24,1,0,540,0,0,,,
MA002,2008-03-25T00:00:00,23.3,13.91042,3.81,90.3,57.68834,29.9,24.36913,0.3,180,17.98,4.950417,,389,7,133,907,4,24,24,24,24,24,0,24,24,1,0,480,0,0,,,
MA002,2008-03-26T00:00:00,22.32,14.86625,6.812,87,58.32374,35.08,22.58182,0.7,240,23.76,7.351292,,393,23,177,842,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-27T00:00:00,21.11,16.63,12.54,63.09,53.5425,46.17,20.527,0.1,60,28.76,7.274459,,332,45,236,822,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-28T00:00:00,26.42,18.49375,11.14,74.3,51.705,25.53,24.27953,0.1,60,21.4,5.501667,,367,12,214,839,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-29T00:00:00,23.77,16.86292,11.46,90.7,66.50042,37.55,21.77125,0.3,60,17.46,3.537541,,561,591,68,217,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-30T00:00:00,26.24,16.49583,7.13,94.4,62.57334,24.43,24.30316,0.2,60,20.61,5.5625,,240,30,307,862,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-03-31T00:00:00,22.25,15.52792,9,67.7,41.12624,21.11,25.77412,0,0,20.61,5.6995,,376,16,158,887,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-04-01T00:00:00,27.09,16.56042,6.866,83.8,50.37042,21.55,25.31574,0,0,17.46,5.342083,,283,420,391,346,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-04-02T00:00:00,21.25,13.51921,5.808,94.3,62.39584,26.63,25.94942,0.4,60,15.88,3.562834,,256,502,95,585,4,24,24,24,24,24,0,24,24,1,0,120,0,0,,,
MA002,2008-04-03T00:00:00,25.04,13.51938,2.469,88.1,51.56459,18.75,26.51208,0.9,60,13.78,3.820792,,272,349,72,749,4,24,24,24,24,24,0,24,24,1,0,540,0,0,,,
MA002,2008-04-04T00:00:00,23.18,13.69575,3.873,89.8,63.25624,28.45,25.94444,0.2,120,18.51,4.848542,,452,373,25,587,4,24,24,24,24,24,0,24,24,1,0,420,0,0,,,
MA002,2008-04-05T00:00:00,22.32,13.58417,5.607,95,69.70583,31.81,23.19093,0.8,180,17.46,3.937166,,299,427,66,646,4,24,24,24,24,24,0,24,24,1,0,240,0,0,,,
MA002,2008-04-06T00:00:00,25.7,16.29625,7.6,92.3,65.10334,35.54,23.87839,0.3,60,24.55,4.199916,,105,167,428,740,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
MA002,2008-04-07T00:00:00,21.95,14.26417,9.48,88.9,74.58541,42.61,9.417301,1.6,240,30.07,5.126292,,229,173,504,535,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
