cod_est,FECHA,T_Max,T_Med,T_Min,H_R_Max,H_R_Med,H_R_Min,Radiacion,Lluvia,V_Max,V_Med,V_Min,CV1,CV2,CV3,CV4,Direccion
CO005,2016-07-28T00:00:00,38.94,29.71,20.16,78.1,40.7716666666667,15.89,1.212222,0,10.48,2.54375,0,535,390,259,237,4
CO005,2016-07-29T00:00:00,39.34,30.3925,22.1,69.25,40.2233333333333,17,1.107357,0,12.59,3.50791666666667,0,516,354,144,403,4
CO005,2016-07-30T00:00:00,34.41,26.905,21.42,80.8,51.5791666666667,23.06,1.1312295,0,12.26,4.23,0,645,679,37,59,2
CO005,2016-07-31T00:00:00,37,28.19875,20.49,73.7,43.0341666666667,14.58,1.1088225,0,10.16,2.97291666666667,0,570,616,99,132,4
CO005,2016-08-01T00:00:00,39.14,29.64375,19.7,62.29,34.3208333333333,12.22,1.257324,0,9.19,2.36,0,505,541,184,190,4
CO005,2016-08-02T00:00:00,38.94,30.1275,21.02,77.9,41.8866666666667,18.61,1.192845,0,8.86,2.7275,0,493,450,161,314,4
CO005,2016-08-03T00:00:00,38,29.5433333333333,21.76,74.7,45.1070833333333,18.83,1.2061785,0,11.13,3.31791666666667,0,661,632,57,77,2
CO005,2016-08-04T00:00:00,38.88,29.8695833333333,20.62,67.78,37.2558333333333,13.7,1.217331,0,9.83,3.18458333333333,0,404,781,173,60,4
CO005,2016-08-05T00:00:00,38.94,30.275,21.36,56.35,37.3566666666667,20.23,1.194789,0,9.35,2.59541666666667,0,553,352,338,179,4
CO005,2016-08-06T00:00:00,37.34,29.80125,24.23,72.2,49.4995833333333,30.49,1.1563635,0,9.51,3.57791666666667,0,815,232,65,315,4
CO005,2016-08-07T00:00:00,36.13,28.7716666666667,22.36,61.47,43.3908333333333,28.17,1.183317,0,11.45,3.86708333333333,0,863,220,27,312,4
CO005,2016-08-08T00:00:00,39.01,28.1820833333333,19.69,68.2,42.34,14.15,1.2105225,0,13.07,3.47541666666667,0,662,176,162,416,4
CO005,2016-08-09T00:00:00,38.47,29.25125,21.09,44.64,29.4279166666667,14.52,1.185114,0,12.59,3.21208333333333,0,608,297,98,422,4
CO005,2016-08-10T00:00:00,33.14,27.1520833333333,21.42,63.96,40.1383333333333,29.29,1.0856895,0,11.29,3.87875,0,826,267,81,243,4
CO005,2016-08-11T00:00:00,35.8,27.3225,20.89,77.1,51.0933333333333,23.94,1.145751,0,10.16,3.10416666666667,0,540,186,186,503,4
CO005,2016-08-12T00:00:00,34.61,26.865,20.62,73.8,50.0020833333333,28.96,1.1647155,0,11.29,3.5025,0,744,174,113,390,4
CO005,2016-08-13T00:00:00,35.6,26.79,19.23,75.1,49.2854166666667,22.99,1.1629815,0,9.35,3.30166666666667,0,653,257,109,400,4
CO005,2016-08-14T00:00:00,34.68,26.7525,19.9,77.3,51.8391666666667,26.12,1.0999335,0,10.16,3.77583333333333,0,709,161,71,483,4
CO005,2016-08-15T00:00:00,34.62,27.5608333333333,21.36,72.5,49.1641666666667,25.88,0.833073,0,11.78,3.53958333333333,0,684,292,45,398,4
CO005,2016-08-16T00:00:00,36.4,28.6216666666667,20.15,84.9,47.13625,24.56,1.0803015,1.8,13.72,3.6925,0,441,499,213,268,4
CO005,2016-08-17T00:00:00,35.87,27.8445833333333,19.16,73.7,42.6475,17.89,1.123644,0,8.86,2.905,0,459,672,223,71,3
CO005,2016-08-18T00:00:00,37,28.6454166666667,21.22,66.51,41.5841666666667,22.3,1.1458785,0,11.29,3.23125,0,611,573,124,110,3
CO005,2016-08-19T00:00:00,36.6,27.9120833333333,19.16,62.17,39.11,19.52,1.1470935,0,11.94,3.4275,0,493,706,142,76,3
CO005,2016-08-20T00:00:00,36.6,28.25625,20.82,66.03,43.49375,21.99,1.134672,0,10.97,2.88333333333333,0,377,620,316,108,3
CO005,2016-08-21T00:00:00,36.93,27.915,18.96,64.29,41.2470833333333,24.71,1.1344575,0,9.35,2.45208333333333,0,519,185,251,468,4
CO005,2016-08-22T00:00:00,35.73,28.63125,23.03,80.2,55.9645833333333,34.19,1.101384,0,10.32,3.28,0,800,220,51,354,4
CO005,2016-08-23T00:00:00,37.27,28.55625,21.22,74.1,47.4941666666667,22.69,1.1263365,0,9.19,3.44791666666667,0,733,196,67,431,4
CO005,2016-08-24T00:00:00,36.2,27.5820833333333,20.55,75.6,49.6295833333333,23.2,1.1377245,0,9.67,3.43333333333333,0,788,180,38,411,4
CO005,2016-08-25T00:00:00,36.34,27.1366666666667,19.95,70.8,44.91,20.37,1.070772,0,10.81,3.52833333333333,0,646,126,78,570,4
CO005,2016-08-26T00:00:00,37.41,28.2129166666667,20.28,63.2,43.4395833333333,24.51,0.961605,0,10.48,3.41416666666667,0,598,163,83,572,4
CO005,2016-08-27T00:00:00,38.61,30.18625,22.9,57.54,37.6970833333333,20.88,1.0006275,0,9.02,2.7175,0,574,165,93,586,4
CO005,2016-08-28T00:00:00,38.34,30.1758333333333,23.37,56.86,37.0329166666667,15.63,1.014786,0,12.1,2.96,0,594,616,89,119,4
CO005,2016-08-29T00:00:00,38.74,29.0708333333333,19.9,61.48,36.4725,15.12,1.090638,0,10.16,2.8675,0,497,563,265,94,3
CO005,2016-08-30T00:00:00,35.55,27.8375,21.16,42.86,29.7091666666667,17.14,1.0872426,0,12.75,3.81791666666667,0,535,697,161,27,3
CO005,2016-08-31T00:00:00,33.54,25.2841666666667,17.82,65.52,44.6920833333333,20.49,1.060461,0,8.05,2.54708333333333,0,459,673,251,35,3
CO005,2016-09-01T00:00:00,34.66,27.21125,20.76,74.7,50.645,32.21,1.0740225,0,8.7,2.78458333333333,0,538,322,188,370,4
CO005,2016-09-02T00:00:00,36.8,28.3516666666667,21.29,73.1,47.67,27.21,1.0430265,0,8.54,2.465,0,511,230,236,441,4
CO005,2016-09-03T00:00:00,39.75,30.0058333333333,21.42,67.56,38.7304166666667,17.29,0.940104,0,9.02,2.53208333333333,0,398,212,223,587,4
CO005,2016-09-04T00:00:00,41.41,32.0341666666667,23.84,42.64,25.34,12.8,1.0320435,0,8.38,2.49458333333333,0,502,237,197,487,4
CO005,2016-09-05T00:00:00,43.67,33.835,24.77,29.11,19.0891666666667,11.26,1.034901,0,7.57,2.07416666666667,0,299,197,468,458,4
CO005,2016-09-06T00:00:00,44.47,34.1975,25.96,35.12,23.0679166666667,10.29,1.014777,0,7.89,2.45083333333333,0,300,419,372,334,4
CO005,2016-09-07T00:00:00,40.08,30.64375,24.11,48.29,32.14,16.67,1.001937,0,12.26,3.66958333333333,0,510,766,121,24,3
CO005,2016-09-08T00:00:00,34.42,25.9508333333333,17.96,85.9,53.0229166666667,22.57,1.013121,0,12.43,3.91125,0,608,719,71,24,2
CO005,2016-09-09T00:00:00,32.75,25.1604166666667,18.49,73.9,41.25875,10,1.0415685,0,11.62,3.80625,0,566,771,21,66,4
CO005,2016-09-10T00:00:00,35.27,25.27625,16.28,74.1,43.2508333333333,13.75,1.051605,0,9.35,2.24625,0,304,482,418,220,4
CO005,2016-09-11T00:00:00,36.14,26.8975,18.76,61.74,39.745,20.29,1.0225965,0,7.89,2.37125,0,521,330,285,287,4
CO005,2016-09-12T00:00:00,35.55,27.1191666666667,20.03,79.5,53.68375,22.95,0.9932895,0,13.07,3.955,0,594,354,90,383,4
CO005,2016-09-13T00:00:00,24.68,20.7475,16.75,92.6,76.0941666666667,54.49,0.5023695,3.4,14.37,4.97583333333333,0,705,624,40,53,2
CO005,2016-09-14T00:00:00,23.69,17.3858333333333,12.22,90.9,62.17,34.73,0.794613,0,10.48,2.36625,0,274,763,348,38,3
CO005,2016-09-15T00:00:00,25.21,18.1675,11.02,89.4,56.7683333333333,31.34,0.9715035,0,9.35,2.27208333333333,0,203,752,430,41,3
CO005,2016-09-16T00:00:00,29.09,21.15625,12.95,78.7,47.2504166666667,23.86,1.032891,0,10,2.41458333333333,0,57,239,512,614,4
CO005,2016-09-17T00:00:00,33.21,24.8279166666667,17.69,48.06,31.8275,17.23,1.033893,0,10.81,2.27083333333333,0,157,157,576,525,4
CO005,2016-09-18T00:00:00,33.01,25.25375,18.36,42.1,28.9104166666667,17.34,1.0194546,0,9.83,2.59166666666667,0,93,142,511,677,4
CO005,2016-09-19T00:00:00,31.15,23.5258333333333,17.62,69.81,38.6920833333333,22.83,0.8267796,0,10.16,3.32541666666667,0,400,399,223,398,4
CO005,2016-09-20T00:00:00,30.54,23.2133333333333,17.49,83.6,56.14375,27.25,0.925758,0,13.56,4.33458333333333,0,672,693,24,31,2
CO005,2016-09-21T00:00:00,32.15,23.3370833333333,15.42,68.08,42.85875,21.56,0.9973485,0,10.97,2.70958333333333,0,292,435,448,243,4
CO005,2016-09-22T00:00:00,28.54,21.0954166666667,15.81,88.4,63.3033333333333,36.19,0.902475,0,11.78,3.69,0,580,768,54,25,2
CO005,2016-09-23T00:00:00,31.02,21.7104166666667,14.35,88.9,59.21375,30.37,0.932808,0,11.29,1.82458333333333,0,274,517,439,195,4
CO005,2016-09-24T00:00:00,32.27,23.9908333333333,17.09,62.22,43.93375,24.08,0.9573615,0,6.75,1.93791666666667,0,536,349,217,317,4
CO005,2016-09-25T00:00:00,31.35,24.0525,17.42,70.5,46.6475,26.85,0.843846,0,7.73,1.64916666666667,0,404,345,376,295,4
CO005,2016-09-26T00:00:00,33.07,25.7429166666667,18.83,55.12,35.8725,19.26,0.903537,0,7.89,1.645,0,413,348,295,362,4
CO005,2016-09-27T00:00:00,34.08,25.86,18.56,63.31,40.98,18.58,0.9364785,0,8.54,2.2475,0,397,168,246,606,4
CO005,2016-09-28T00:00:00,31.69,23.7,18.49,67.78,52.2270833333333,29.07,0.7927425,0,10.97,2.75541666666667,0,442,95,170,710,4
CO005,2016-09-29T00:00:00,30.95,23.715,17.62,58.3,41.0133333333333,27.1,0.8324835,0,11.13,3.55458333333333,0,163,127,400,730,4
CO005,2016-09-30T00:00:00,30.62,23.0891666666667,16.69,60.01,41.2091666666667,22.69,0.921459,0,9.35,2.24958333333333,0,321,148,445,504,4
CO005,2016-10-01T00:00:00,30.54,23.0941666666667,16.42,71.9,47.83375,24.81,0.914862,0,7.4,2.455,0,575,513,76,249,4
CO005,2016-10-02T00:00:00,29.62,22.3116666666667,15.74,79.2,53.7483333333333,28.59,0.890511,0,9.67,2.13416666666667,0,478,643,222,72,3
CO005,2016-10-03T00:00:00,32.75,23.685,16.35,56.36,38.9391666666667,21.66,0.89892405,0,9.35,2.53291666666667,0,479,206,321,416,4
CO005,2016-10-04T00:00:00,32.88,24.74375,17.69,66.42,40.4570833333333,22.68,0.855288,0,7.73,2.21125,0,339,288,264,527,4
CO005,2016-10-05T00:00:00,31.82,23.80625,17.42,74.8,50.9575,28.01,0.848895,0,10.81,2.32041666666667,0,610,195,211,405,4
CO005,2016-10-06T00:00:00,30.89,22.87625,16.35,84.9,56.57625,29.99,0.8557116,0,8.7,2.23625,0,566,517,107,233,4
CO005,2016-10-07T00:00:00,30.69,22.5570833333333,15.69,81.4,52.5775,21.74,0.809277,0,7.73,1.90083333333333,0,455,584,317,61,3
CO005,2016-10-08T00:00:00,31.36,22.58375,16.09,62.17,42.7929166666667,19.64,0.712335,0,7.24,2.2225,0,381,526,236,282,4
CO005,2016-10-09T00:00:00,28.22,19.9279166666667,13.68,65.47,49.4404166666667,25.91,0.848052,0,11.94,3.10875,0,461,675,243,43,4
CO005,2016-10-10T00:00:00,26.89,18.8754166666667,11.89,87.3,60.82125,32.45,0.848943,0,9.51,2.275,0,325,814,170,115,4
CO005,2016-10-11T00:00:00,24.62,17.55375,12.81,89.8,69.5129166666667,39.41,0.6411885,0,11.94,3.51458333333333,0,693,658,27,41,2
CO005,2016-10-12T00:00:00,16.49,15.1458333333333,13.41,93.7,87.025,73,0.086166,13.2,13.07,2.98708333333333,0,790,314,37,272,4
CO005,2016-10-13T00:00:00,20.29,15.56125,13.28,94.4,84.1395833333333,58.91,0.475305,17.2,10.81,3.95708333333333,0,765,626,17,20,2
CO005,2016-10-14T00:00:00,21.09,15.6070833333333,12.68,93.1,79.9745833333333,57.49,0.481242,0.2,7.57,2.87708333333333,0,750,614,16,46,2
CO005,2016-10-15T00:00:00,23.9,16.21,11.08,88,68.58,40.55,0.8143425,0,7.89,1.68,0,90,109,825,401,4
CO005,2016-10-16T00:00:00,26.02,18.66875,13.28,77.4,63.16625,42.37,0.7209585,0,8.38,1.63958333333333,0,174,202,560,480,4
CO005,2016-10-17T00:00:00,25.76,19.1008333333333,13.62,90.6,67.2745833333333,42.34,0.7208775,0,8.05,1.49416666666667,0,372,303,515,229,4
CO005,2016-10-18T00:00:00,27.02,21.1416666666667,16.29,73.8,58.9379166666667,39.33,0.608985,0,6.59,1.45833333333333,0,93,21,654,655,4
CO005,2016-10-19T00:00:00,26.82,21.5,17.82,81.4,66.5566666666667,46.3,0.5235375,0,6.91,1.75416666666667,0,169,175,127,945,4
CO005,2016-10-20T00:00:00,26.55,20.6129166666667,16.75,84.7,69.9079166666667,48.79,0.5640135,0,6.43,1.56083333333333,0,607,396,183,233,4
CO005,2016-10-21T00:00:00,24.63,18.9133333333333,14.22,91.8,75.87,55.18,0.5101575,0,6.59,1.51375,0,293,518,295,322,4
CO005,2016-10-22T00:00:00,20.17,16.9745833333333,15.36,92.9,88.0708333333333,78.3,0.1634955,2.2,8.7,1.95458333333333,0,514,339,256,304,4
CO005,2016-10-23T00:00:00,16.96,14.9520833333333,12.94,94.6,92.8625,85.5,0.0928395,40,14.37,3.29625,0,734,344,118,224,4
CO005,2016-10-24T00:00:00,19.57,15.4104166666667,11.94,94.5,86.9916666666667,73.5,0.33,12.2,9.83,3.22125,0,22,60,444,897,4
CO005,2016-10-25T00:00:00,23.63,18.9891666666667,15.69,84.5,77.7591666666667,63.15,0.4664445,0,7.4,2.18291666666667,0,12,33,533,848,4
CO005,2016-10-26T00:00:00,29.96,21.7941666666667,16.62,90.3,73.30875,40.95,0.6261195,0,7.57,1.76541666666667,0,75,96,563,685,4
CO005,2016-10-27T00:00:00,28.83,21.8279166666667,17.76,85.2,70.2133333333333,48.94,0.575343,0,7.08,2.1375,0,265,84,318,756,4
CO005,2016-10-28T00:00:00,26.55,20.6183333333333,17.03,86.2,72.11375,51.9,0.616959,0,8.38,2.21375,0,375,125,200,721,4
CO005,2016-10-29T00:00:00,25.09,19.21625,14.69,85,67.01375,45.39,0.6963675,0,10.16,2.20833333333333,0,329,164,291,636,4
CO005,2016-10-30T00:00:00,21.44,14.4233333333333,11.22,89.5,78.9333333333333,55.41,0.485631,0,5.62,1.6825,0,15,5,276,419,4
CO005,2016-11-17T00:00:00,19.9,12.15375,6.27,71.3,54.3433333333333,30.46,0.6414255,0,6.27,2.044,0,31,37,853,502,4
CO005,2016-11-18T00:00:00,20.1,12.7745833333333,7.21,76.1,60.7058333333333,35.76,0.59265555,0,6.1,1.63,0,211,361,490,361,4
CO005,2016-11-19T00:00:00,18.56,12.4004166666667,8.21,85.5,72.2795833333333,54.79,0.5954955,0,7.4,1.81947368421053,0,259,483,438,242,4
CO005,2016-11-20T00:00:00,15.03,11.4329166666667,7.95,93.6,86.8541666666667,79.4,0.0740895,3.6,14.05,3.38541666666667,0,969,278,15,155,2
CO005,2016-11-21T00:00:00,15.56,13.5425,10.68,94.5,94.0375,92.7,0.0794955,23,18.91,5.73458333333333,0,845,501,25,47,2
CO005,2016-11-22T00:00:00,13.16,10.8916666666667,9.35,94.6,91.5166666666667,83.8,0.1578045,1.6,5.78,1.36304347826087,0,187,307,487,435,4
CO005,2016-11-23T00:00:00,13.41,9.5625,6.6,93.3,83.5820833333333,65.08,0.4688325,0,11.29,2.90090909090909,0,458,627,273,59,3
CO005,2016-11-24T00:00:00,12.75,7.79083333333333,4.26,90,78.4870833333333,60.26,0.528948,0,12.1,2.53791666666667,0,596,566,190,70,3
CO005,2016-11-25T00:00:00,14.42,9.52,6.2,94.1,84.4008333333333,68.11,0.178287,17.6,12.43,2.76958333333333,0,435,97,72,799,4
CO005,2016-11-26T00:00:00,14.36,10.98875,9.28,94.4,91.1875,77.7,0.154818,15.2,9.51,2.76916666666667,0,352,36,110,907,4
CO005,2016-11-27T00:00:00,13.36,10.375,8.68,94.1,88.425,75.1,0.1609095,0.8,8.54,1.90260869565217,0,138,81,360,838,4
CO005,2016-11-28T00:00:00,13.55,10.1254166666667,8.55,92.9,88.2541666666667,74.7,0.275298,0,7.08,1.89095238095238,0,419,566,293,142,4
CO005,2016-11-29T00:00:00,17.17,10.6120833333333,6.8,94.1,84.65625,65.94,0.49743,0.2,7.57,2.11142857142857,0,17,59,776,572,4
CO005,2016-11-30T00:00:00,14.44,9.78666666666667,9.09,86.6,79.2083333333333,72.2,0.220533,0,5.29,2.04166666666667,0,1,6,300,401,4
CO005,2016-12-01T00:00:00,17.63,12.9441666666667,11.08,94.2,82.7495833333333,67.29,0.267687,2.8,7.08,1.85833333333333,0,135,127,329,825,4
CO005,2016-12-02T00:00:00,18.03,13.375,10.55,94.2,84.6233333333333,68.46,0.457185,0,6.91,1.91916666666667,0,90,35,317,977,4
CO005,2016-12-03T00:00:00,16.36,12.9904166666667,10.88,94.3,89.55,79.1,0.1690305,9.2,7.24,1.96652173913044,0,113,51,232,1022,4
CO005,2016-12-04T00:00:00,17.11,13.3108333333333,11.62,94.7,89.3375,71,0.2647305,6.6,7.24,2.24347826086957,0,75,21,253,1072,4
CO005,2016-12-05T00:00:00,19.77,14.2229166666667,11.08,92.6,80.6966666666667,59.12,0.450138,1.8,7.24,2.18913043478261,0,22,94,684,620,4
CO005,2016-12-06T00:00:00,19.77,13.9866666666667,10.42,92.5,79.6054166666667,62.19,0.537456,0,7.24,2.23565217391304,0,15,69,683,652,4
CO005,2016-12-07T00:00:00,17.83,13.0179166666667,9.76,84.7,76.3979166666667,63.77,0.504339,0,7.73,2.33625,0,90,31,410,888,4
CO005,2016-12-08T00:00:00,17.16,12.0133333333333,8.21,86.6,73.38125,54.4,0.52997955,0,8.54,2.52916666666667,0,22,41,597,766,4
CO005,2016-12-09T00:00:00,18.7,12.6816666666667,7.61,85.6,73.445,57.22,0.5300115,0,9.67,2.46458333333333,0,117,144,505,657,4
CO005,2016-12-10T00:00:00,18.63,13.0758333333333,9.76,87.5,77.36875,61.37,0.5064105,0,8.05,2.2735,0,10,14,636,768,4
CO005,2016-12-11T00:00:00,17.36,12.04375,8.48,91,79.9754166666667,61.99,0.525273,0,7.08,1.92045454545455,0,7,55,673,691,4
CO005,2016-12-12T00:00:00,17.77,11.2,7.48,91.7,80.5395833333333,56.88,0.5259465,0.2,5.94,2.173125,0,11,36,855,528,4
CO005,2016-12-13T00:00:00,17.1,10.8291666666667,7.08,92.8,82.2320833333333,60.44,0.4885515,0,5.78,1.711,0,115,87,576,644,4
CO005,2016-12-14T00:00:00,13.89,10.2654166666667,8.01,93.9,84.2458333333333,72.3,0.139599,14.6,13.24,2.11625,0,267,131,139,867,4
CO005,2016-12-15T00:00:00,8.68,7.98636363636364,7.67,94.4,94.3181818181818,94,5.27203636363636E-02,2.2,6.59,2.38090909090909,0,255,331,22,43,2
CO006,2016-01-01T00:00:00,18.68,13.84875,10.05,88.5,72.0908333333333,49.41,0.2916315,0,13.72,2.76708333333333,0,611,135,159,518,4
CO006,2016-01-02T00:00:00,14.35,11.7220833333333,10.11,89.7,76.045,53.52,0.17384205,2.8,12.26,1.54875,0,451,104,158,712,4
CO006,2016-01-03T00:00:00,14.03,11.0520833333333,9.01,90.4,88.2208333333333,79.2,0.0808575,3.8,21.34,1.99291666666667,0,163,317,367,568,4
CO006,2016-01-04T00:00:00,14.81,13.3220833333333,12,90,80.7145833333333,66.66,0.0704745,4.2,26.03,7.97375,0,15,10,470,928,4
CO006,2016-01-05T00:00:00,13.12,8.86208333333333,4.58,90.9,79.3675,55.68,0.2429505,26.4,20.36,5.61458333333333,0,103,14,230,1067,4
CO006,2016-01-06T00:00:00,10.32,6.30375,1.13,91.5,80.93125,64.78,0.2641665,0,11.62,1.97041666666667,0,652,111,115,540,4
CO006,2016-01-07T00:00:00,13.18,10.8445833333333,7.97,89.5,83.2125,73.5,0.1032135,0,7.89,0.995000000000001,0,429,425,321,241,4
CO006,2016-01-08T00:00:00,16.85,11.5720833333333,6.47,91.3,73.4591666666667,44.06,0.357084,0,12.91,1.49791666666667,0,584,226,239,356,4
CO006,2016-01-09T00:00:00,14.48,11.0420833333333,6.6,91.3,77.1454166666667,58.02,0.2624925,5.4,22.15,3.94958333333333,0,320,188,244,668,4
CO006,2016-01-10T00:00:00,15.84,10.4241666666667,4.91,88.7,73.4020833333333,50.93,0.3587655,1.2,18.26,4.14166666666667,0,536,85,391,407,4
CO006,2016-01-11T00:00:00,13.71,10.985,8.29,91.8,81.4120833333333,66.12,0.056733,7.4,16.15,4.07875,0,127,156,549,588,4
CO006,2016-01-12T00:00:00,14.47,8.42125,3.92,92.8,77.8308333333333,47.39,0.3643035,0.2,10.32,1.6025,0,897,181,76,264,4
CO006,2016-01-13T00:00:00,17.51,8.46833333333333,3.15,85.5,66.1,35.31,0.4225185,0,9.83,1.93083333333333,0,822,350,89,169,4
CO006,2016-01-14T00:00:00,16.36,9.24083333333333,3.41,85.9,73.4120833333333,45.4,0.324906,0,9.51,1.36708333333333,0,977,155,58,226,4
CO006,2016-01-15T00:00:00,13.45,9.52791666666667,5.04,92.3,80.3345833333333,59.7,0.1127931,3.2,15.83,2.82791666666667,0,714,114,55,532,4
CO006,2016-01-16T00:00:00,13.87,6.57458333333333,1.66,75.2,53.72625,27.69,0.479181,0,10,2.26208333333333,0,799,390,95,134,4
CO006,2016-01-17T00:00:00,12.45,5.94875,-0.03,80.2,63.1670833333333,37.58,0.371421,0,11.62,1.94708333333333,0,851,348,79,137,4
CO006,2016-01-18T00:00:00,13.44,7.67083333333333,2.17,88.8,73.3083333333333,44.07,0.363423,0,12.75,1.62625,0,765,82,119,442,4
CO006,2016-01-19T00:00:00,12.2,7.48125,3.93,92.5,79.4758333333333,54.49,0.3257325,0.2,8.38,1.53416666666667,0,763,175,102,372,4
CO006,2016-01-20T00:00:00,13.72,8.7125,3.28,89.4,82.2708333333333,71.7,0.295578,2,15.18,2.53791666666667,0,758,174,90,401,4
CO006,2016-01-21T00:00:00,15.05,9.52583333333333,4.84,92.6,81.055,59.22,0.2562945,0,6.59,1.06208333333333,0,833,217,127,245,4
CO006,2016-01-22T00:00:00,18.36,11.9475,8.03,89.6,78.1616666666667,60.31,0.4091685,0,8.86,1.65291666666667,0,806,210,143,262,4
CO006,2016-01-23T00:00:00,21.28,13.1733333333333,8.24,90.6,69.7241666666667,41.5,0.4215225,0.2,9.19,1.8475,0,741,258,160,262,4
CO006,2016-01-24T00:00:00,21.22,12.4866666666667,7.31,84.9,68.3291666666667,36.25,0.4504905,0,10,2.39791666666667,0,866,169,201,189,4
